product_id,battery_capacity_mah_,headphone_form_factor,waterproof_standard,brand_name,volume_control,battery_charging_time,battery_indicator,charging_interface_type,chipset,codecs,control_method,game_atmosphere_light,material,private_mold,sound_quality,wireless_delay_time,product_name,charging_time
1601668332538,50/2000mAh,,IPX-5,,,1-3 hours,Digital Display,Micro USB,JL,,App Control,No Light,Other,Yes,High Fidelity (Hi-Fi),30 Ms,F9-5,1-2 Hours
1601670155012,300mah,,IPX-4,OEM,,1-3 hours,Digital Display,Type-C,JL,APT-X,Touch Control,No Light,abs,Yes,High Fidelity (Hi-Fi),51-60 ms,,
1601393428601,200-500mah,,IPX-4,other,,1-3 hours,LED,Type-C,JL,,Touch Control,,Plastic,No,,less than 30ms,,1-2H
1601286096531,30/150mah,In ear,IPX-4,,Yes,1-3 hours,LED,Micro USB,ZHONGKE,None,Button Control,,ABS,No,High Fidelity (Hi-Fi),31-40 ms,,
1601606158416,30mah,,IPX-5,None,,1-3 hours,LED,Type-C,JL,LHDC,Button Control,RGB,Metal,Yes,Hifi,30 Ms,,
1601057272793,20mah,In ear,IPX-4,,Yes,1-3 hours,LED,Type-C,Bluetrum,None,Touch Control,No Light,ABS+PVC,Yes,,41-50 ms,TWS Earbuds,
11000029913001,200-500mah,,IPX-5,OEM,,1-3 hours,LED,USB,Other,AAC,Touch,No Light,ABS+PC,No,3D,30 Ms,,
1601695702625,200-500mah,In ear,IPX-0,,,,,,,,,,,,,,,
1601707878982,200-500mah,,IPX-4,OEM,,1-3 hours,LED,TYPE-C,Bluetrum5656c3,AAC,Touch Control,No Light,ABS,Yes,100%,41-50 ms,,
1601719801671,200-500mah,In ear,IPX-4,,,1-3 hours,Digital Display,Type-C,,,,,Plastic,,,,,
1601216519880,110mah,,IPX-6,,,1-3 hours,LED,Micro USB,,Apt-X HD,,No Light,Plastic,No,"High Fidelity (Hi-Fi), Bass Boost, Stereo, Surround Sound, Studio Level",31-40 ms,G01 Wireless Earphone,1-2 Hours
1601665073027,300mAh,,IPX-4,OEM/ODM,,1-3 hours,Digital Display,Type-C,Other,"AAC, Sbc",Touch Control,,Plastic,No,High Fidelity (Hi-Fi),31-40 ms,,
1601561201946,500-1000mah,In ear,IPX-4,,,,,,,,,,,,,,,
1601719726494,200-500mah,In ear,IPX-4,zayson,,1-3 hours,LED,Type-C,JL,"AAC, Sbc",Touch Control,,ABS+PC,Yes,Stereo,,,
1601719630924,200-500mah,In ear,IPX-4,zayson,,1-3 hours,LED,Type-C,JL,"AAC, Sbc",Touch Control,,ABS+PC,Yes,Stereo,,,
1601719622873,200-500mah,In ear,IPX-5,zayson,Yes,1-3 hours,LED,Type-C,JL,"AAC, Sbc",Touch Control,Single Color,ABS+PC,Yes,Stereo,less than 30 ms,,
1601719425771,200-500mah,,IPX-5,OEM,,1-3 hours,Digital Display,Type-C,JL,AAC,Touch Control,No Light,Plastic,Yes,High Fidelity (Hi-Fi),31-40 ms,,
1601719229415,200-500mah,In ear,IPX-6,ZAYSON,Yes,1-3 hours,Digital Display,Type-C,Bluetrum,,Touch Control,,,Yes,"Stereo, High Fidelity (Hi-Fi), Bass Boost",,,
1601719179516,200-500mah,In ear,IPX-6,ZAYSON,Yes,1-3 hours,Digital Display,Type-C,Bluetrum,,Touch Control,,,Yes,"Stereo, High Fidelity (Hi-Fi), Bass Boost",,,
1601718818402,200-500mah,In ear,IPX-4,ZAYSON,Yes,1-3 hours,Digital Display,Type-C,Bluetrum,,Touch Control,,ABS+PC,Yes,"Surround Sound, Stereo, High Fidelity (Hi-Fi)",,,
1601718440748,400mAh,,IPX-4,OEM/ODM,,1-3 hours,,Type-C,Other,,Touch Control,,Plastic,No,,31-40 ms,,
1601718074249,200-500mah,,IPX-6,,,,LED,,JL,,,,ABS,Yes,,51-60 ms,M10 TWS,1 hour
1601718031746,200-500mah,,No,Kingstar,,1-3 hours,LED,Type-C,JL,AAC,Touch Control,No Light,ABS,Yes,Stereo,51-60 ms,Kingstar Mini Tws Earbuds,1-2Hours
1601718016075,200mAh,In ear,IPX-4,TSSD,Yes,1-3 hours,,Type-C,,"AAC, Sbc",Touch Control,RGB,Plastic,Yes,Stereo,,Wireless Bluetooth Headphone,1-2 Hours
1601717929014,200-500mah,In ear,No,,Yes,,Digital Display,Type-C,JL,,,,Plastic,Yes,,less than 30ms,,1-3H
1601717863946,200-500mah,In ear,IPX-4,zayson,,1-3 hours,LED,Type-C,JL,"AAC, Sbc",Touch Control,,ABS+PC,Yes,Stereo,,,
1601717754565,180mah,,IPX-4,SHIOU,,1-3 hours,LED,Type-C,AB5756,,Touch Control,,Plastic,Yes,High Fidelity (Hi-Fi),,TWS Wireless Earbuds,
1601717697149,200-500mah,In ear,IPX-5,zayson,Yes,1-3 hours,LED,Type-C,JL,"AAC, APT-X",Touch Control,Single Color,Plastic,Yes,Stereo,less than 30 ms,,
1601716697624,200-500mah,In ear,IPX-4,OEM,Yes,1-3 hours,LED,Type-C,,AAC,Touch Control,No Light,"Metal, Plastic",No,"Bass Boost, High Fidelity (Hi-Fi), Stereo, Studio Level, Surround Sound",less than 30 ms,,
1601716472454,200-500mah,In ear,IPX-4,,,1-3 hours,Digital Display,Type-C,,,,,Plastic,Yes,High Fidelity (Hi-Fi),,,
1601716367371,200mAh,In ear,IPX-0,Epro TWS Earphone,,,,Type-C,,,,,,Yes,,,,
1601716269924,200mah,,IPX-5,SHIOU,,1-3 hours,LED,Type-C,AB5756,,Touch Control,,Plastic,Yes,High Fidelity (Hi-Fi),,TWS Wireless Earbuds,
1601716052597,polymer 451012-35mA * 2,In ear,IPX-5,auriculares inalambricos,Yes,1-3 hours,LED,Type-C,JL,,Touch Control,,Plastic,,,41-50 ms,A8 standard configuration auriculares inalambricos,
1601715884082,200mah,,IPX-3,SUN-RISE,,1-3 hours,LED,Type-C,,,Touch Control,,Plastic,,"Stereo, High Fidelity (Hi-Fi)",,,
1601715797865,200-500mah,In ear,IPX-3,SUN-RISE,Yes,1-3 hours,LED,Type-C,,,Touch Control,,"Plastic, ABS",,,,,
1601715772482,200mAh,In ear,IPX-3,SUN-RISE,Yes,1-3 hours,LED,Type-C,,,Touch Control,,"Plastic, Metal",,"Stereo, Surround Sound, High Fidelity (Hi-Fi)",,,
1601715091019,200-500mah,In ear,IPX-5,OEM,Yes,1-3 hours,Digital Display,Type-C,,AAC,Touch Control,No Light,"Metal, Plastic",,High Fidelity (Hi-Fi),31-40 ms,,
1601715059809,200-500mah,,IPX-5,Other,,1-3 hours,LED,"Wireless Charging, Type-C",Other,,,,"ABS, PC",,High Fidelity (Hi-Fi),,,
1601715053522,200-500mah,In ear,IPX-5,OEM,Yes,1-3 hours,Digital Display,Type-C,,AAC,Touch Control,No Light,"Metal, Plastic",No,High Fidelity (Hi-Fi),31-40 ms,,
1601714961263,<200mah,,IPX-2,OEM,,1-3 hours,Digital Display,Type-C,,,Touch Control,No Light,Plastic,No,High Fidelity (Hi-Fi),less than 30ms,,
1601714875277,200-500mah,,IPX-5,OEM,,1-3 hours,Digital Display,Type-C,JL,AAC,Touch Control,No Light,Plastic,Yes,High Fidelity (Hi-Fi),31-40 ms,,
1601714406317,200-500mah,,IPX-5,OEM,,1-3 hours,Digital Display,Type-C,JL,AAC,Touch Control,Single Color,Plastic,Yes,High Fidelity (Hi-Fi),31-40 ms,,
1601714388298,200-500mah,In ear,IPX-6,,Yes,,Digital Display,Type-C,JL,,,,Plastic,Yes,,less than 30ms,,1.5h
1601713691440,"400mAh,+40mAh*2",In ear,IPX-7,BUDS 135,Yes,3-5 hours,LED,Type-C,JZ,,Touch Control,Single Color,Plastic,Yes,High Fidelity (Hi-Fi),30 Ms,,
1601713449754,200mAh,In ear,IPX-6,QLDZ,Yes,1-3 hours,Digital Display,Type-C,JL,,,No Light,Plastic,Yes,Studio Level,less than 30 ms,Mate50 Wireless Earbuds,
1601713243889,200-500mah,In ear,IPX-2,no,Yes,3-5 hours,LED,Type-C,Airoha,None,Touch Control,No Light,Plastic,No,High Fidelity (Hi-Fi),less than 30 ms,TWS Wireless Earbuds,
1601713129965,200,,IPX-5,,,1-3 hours,Digital Display,Type-C,JL,,Touch Control,,ABS,Yes,Stereo,,,
1601712432243,400mah,In ear,IPX-4,,Yes,1-3 hours,Digital Display,Type-C,,,,,Plastic,Yes,High Fidelity (Hi-Fi),,,
1601712184868,500-1000mah,,IPX-6,,,1-3 hours,,Type-C,JL,AAC,Button Control,,Plastic,,High Fidelity (Hi-Fi),51-60 ms,,
1601711814413,200-500mah,In ear,IPX-4,ZX,Yes,1-3 hours,LED,Type-C,JL,,Touch,,ABS+Silicone,Yes,,31-40 ms,TWS Earbuds,
1601711769586,200-500mah,In ear,IPX-4,,Yes,1-3 hours,LED,Type-C,Bluetrum,,Button Control,RGB,ABS,Yes,"Stereo, Surround Sound",less than 30 ms,,
1601711690409,200-500mah,,IPX-4,,,1-3 hours,LED,Type-C,Others,AAC,Touch Control,No Light,Plastic,Yes,Stereo,31-40 ms,,
1601711647146,200-500mah,In ear,IPX-4,,Yes,1-3 hours,LED,Type-C,Bluetrum,AAC,Touch Control,No Light,ABS,Yes,,31-40 ms,,
1601711595413,200-500mah,In ear,IPX-4,,Yes,1-3 hours,LED,Type-C,Bluetrum,AAC,Touch Control,No Light,ABS,Yes,,31-40 ms,,
1601711385461,200-500mah,In ear,IPX-4,,,1-3 hours,Digital Display,Type-C,,,,,Plastic,Yes,High Fidelity (Hi-Fi),,,
1601711264518,200-500mah,,IPX-4,,,1-3 hours,LED,Type-C,JL,Sbc,Touch Control,,Plastic,Yes,"Bass Boost, High Fidelity (Hi-Fi), Stereo",31-40 ms,Wireless Headphone,
1601711262253,200-500mah,,IPX-4,,,1-3 hours,LED,Type-C,JL,Sbc,Touch Control,,Plastic,Yes,"Bass Boost, High Fidelity (Hi-Fi), Stereo",31-40 ms,,
1601711230559,200-500mah,In ear,IPX-6,,Yes,1-3 hours,LED,Type-C,Bluetrum,None,Touch Control,No Light,Plastic,Yes,"High Fidelity (Hi-Fi), Stereo",31-40 ms,True wireless earphones,about 2 hours
1601711159893,200-500mah,,IPX-4,,,1-3 hours,LED,Type-C,JL,AAC,Touch Control,,Plastic,Yes,"Bass Boost, High Fidelity (Hi-Fi), Stereo",31-40 ms,,
1601342346190,200mAh,In ear,IPX-4,none,,,Digital Display,,JL,,,,,,,41-50 ms,Earphone,
1601597817829,500-1000mah,In ear,IPX-5,HEATZ,Yes,1-3 hours,LED,Type-C,Jl,LHDC,Touch control,Single Color,Abs,Yes,5.3,30 Ms,TWS Earbuds,1 Hour
1601724160011,200-500mah,,IPX-5,,,1-3 hours,LED,Type-C,,,Button Control,Single Color,Plastic,No,Stereo,,,
1601417436842,200-500mah,In ear,IPX-4,OEM,Yes,1-3 hours,Digital Display,Type-C,JL,,"Touch Control, Voice Control",,ABS,Yes,,less than 30 ms,,<1H
1601577902192,200-500mah,In ear,IPX-5,OEM/ODM,Yes,1-3 hours,LED,Type-C,,,"Button Control, App Control",,ABS,Yes,,,,
1601243178684,530mAh,,IPX-5,Moresport,,,LED,,JL,,,,ABS,Yes,,30 Ms,,
1601722560130,200-500mah,,IPX-4,,,1-3 hours,LED,Type-C,,AAC,,RGB,Plastic,Yes,"High Fidelity (Hi-Fi), Stereo",41-50 ms,,
1601451188447,200-500mah,In ear,IPX-4,VJBY,Yes,1-3 hours,LED,Type-C,JL,"AAC, Sbc",Touch Control,No Light,Plastic,Yes,Stereo,41-50 ms,TWS Earbuds,
1601619769544,500-1000mah,In ear,IPX-5,XMSJ,Yes,1-3 hours,Digital Display,Type-c.,Others,AAC,Touch Control,Single Color,Abs,No,Stereo,30 Ms,,
1601454430084,400,In ear,IPX-5,lenovo,Yes,1-3 hours,LED,Type-C,JL,"AAC, Sbc",Touch Control,No Light,Plastic,Yes,"High Fidelity (Hi-Fi), Bass Boost, Surround Sound, Stereo",41-50 ms,,1.5H
1601719876940,200-500mah,In ear,IPX-6,,Yes,1-3 hours,LED,Micro USB,JL,,,,Plastic,No,,30 Ms,,
1601219002469,300mah,In ear,Ipx3,JOKO,No,1-3 hours,Digital Display,Type-C,JL,APT-X,"App Control, Touch Control",No Light,ABS,Yes,High Fidelity (Hi-Fi),41-50 ms,GT-01,1 Hour
1601719855991,200-500mah,In ear,IPX-2,oem,Yes,1-3 hours,LED,Type-C,BES,AAC,Touch Control,RGB,Plastic,No,High Fidelity (Hi-Fi),31-40 ms,,
1601654478014,200-500mah,In ear,IPX-4,OEM,Yes,1-3 hours,Digital Display,Type-C,,AAC,Touch Control,RGB,Plastic,Yes,"Stereo, High Fidelity (Hi-Fi)",,Wireless Gaming Headphone,
1601516677145,200-500mah,,IPX-4,,,,LED,,JL,None,,no light,,No,,30 Ms,Wireless Earbuds,
1601651958920,200-500mah,In ear,IPX-4,xiaomi,Yes,1-3 hours,LED,Type-C,Other,AAC,Touch Control,No Light,Plastic,Yes,"Bass Boost, High Fidelity (Hi-Fi), Stereo, Surround Sound",51-60 ms,,
1601557106445,200-500mah,In ear,IPX-4,Jue hong,Yes,1-3 hours,Digital Display,Type-C,JL,sbc,Yes,single color,ABS,Yes,Perfect sound,31-40 ms,Pro5s Earbuds,
1601649298211,200-500mah,In ear,IPX-4,GENAI,Yes,1-3 hours,LED,Type-C,JL,"AAC, Sbc",Touch Control,,ABS+PC,Yes,"Stereo, Surround Sound",,,
1601619790573,30mah,In ear,IPX-4,,Yes,1-3 hours,Digital Display,Type-C,JL,,Touch Control,,ABS,Yes,,31-40 ms,,
1601369900241,200-500mah,In ear,IPX-5,,Yes,1-3 hours,LED,,JL,,,,ABS,Yes,,,,
1600889599603,35mAh*2,In ear,IPX-6,Awei,Yes,1-3 hours,LED,Type-C,JL,,Touch Control,Single Color,ABS+PC,Yes,Stereo,less than 30 ms,,
1600645105525,200-500mah,,IPX-4,Casun,Yes,,LED,Type-C,JL,,,,,,,,TWS Wireless Bluetooth Earbuds,
1600554321340,1000-2000mah,In ear,IPX-4,quanyunzs,Yes,,,,,AAC,,,,,,,,
1600460979045,200-500mah,In ear,IPX-7,Bluebay,Yes,1-3 hours,LED,,,APT-X,,RGB,ABS Plastic,Yes,,41-50 ms,,1.5 Hours
1601670179238,200-500mah,,IPX-4,aiweiyi,,1-3 hours,Digital Display,Type-C,Other,None,Button Control,Single Color,Plastic,Yes,High Fidelity (Hi-Fi),30 Ms,,
1601411875754,500-1000mah,,No,Sawolol,,1-3 hours,LED,Wireless Charging,Other,,,,ABS Plastic,Yes,,31-40 ms,,
1601719062028,200-500mah,,IPX-4,,Yes,,LED,,,,,Multicolor,,,,41-50 ms,,
1601000126015,200-500mah,In ear,IPX-4,BAIEND,No,1-3 hours,LED,Type-C,JL,LHDC,Button Control,,ABS Plastic,Yes,High Fidelity (Hi-Fi),30 Ms,TWS Earbuds,1-2 Hours
1601272401719,200-500mah,,IPX-4,,,,Digital Display,,,,,,,,,51-60 ms,,
1601215740646,320mAh+40mAh+40mAh,In ear,IPX-4,LINX & OEMD & ODM,Yes,,Digital Display,,JR,,,,ABS+PVC,Yes,,51-60 ms,Digital display Active Noise Cancellation Earbuds headphone LX-10,
1601264626266,300,,IPX-4,,,,,,,,,,plastic,Yes,,,,1 Hour
1601718446801,500-1000mah,In ear,IPX-4,OEM,Yes,3-5 hours,LED,Type-C,JL,LHDC,Touch Control,Single Color,Plastic,No,High Fidelity Hi-Fi,31-40 ms,,
1601718462572,400mAh,,IPX-4,OEM/ODM,,1-3 hours,,Type-C,Other,,Touch Control,,Plastic,No,,31-40 ms,,
1601698824205,200-500mah,In ear,IPX-6,LOBKIN,Yes,1-3 hours,LED,,,,Touch Control,,ABS,,,,,1.5 hours
10000023754565,200-500mah,,IPX-4,,,1-3 hours,LED,,JL,,,,Plastic,Yes,,,,
1601720348254,200-500mah,,IPX-3,SUN-RISE,,1-3 hours,Digital Display,Type-C,,,Touch Control,,Plastic,,"Studio Level, High Fidelity (Hi-Fi)",,,
1601573522228,200-500mah,,IPX-4,None,,1-3 hours,LED,Type-C,Bluetrum,None,Touch Control,No Light,Plastic,Yes,Stereo,31-40 ms,,
1601683375397,40mah for earbuds,In ear,IPX-5,Xintu,Yes,1-3 hours,Digital Display,Type-C,Bluetrum,AAC,Touch Control,,Plastic,Yes,,,,1 Hour
1601617397409,200-500mah,,IPX-4,Wedtserha,,1-3 hours,LED,Type-C,JL,AAC,Touch Control,No Light,,Yes,High Fidelity (Hi-Fi),less than 30ms,,
1601597751959,500mah,In ear,IPX-4,Yotosan,Yes,1-3 hours,Digital Display,Type-C,Bluetrum,LHDC,Button Control,Single Color,Plastic,Yes,"High Fidelity (Hi-Fi), Bass Boost, Surround Sound, Stereo, Studio Level",,,
1601397197234,300mAh,In ear,IPX-8,,Yes,1-3 hours,LED,Type-C,JL,,Touch Control,,Plastic,No,,31-40 ms,TWS Earbuds,
1601576855796,300MHA,In ear,IPX-4,EONLINE,No,,LED,Type-C,BK,,,Single Color,ABS,No,,less than 30 ms,,
1601663739638,200mah,,IPX-4,Shareez,,1-3 hours,Digital Display,Type-C,Bluetrum 5676C,None,Touch Control,No Light,Plastic,No,Stereo,above 60 ms,Buds 8pro Wireless TWS earbuds,
1601384348241,200-500mah,,IPX-5,oem,,,Digital Display,,JL,,Button Control,Single Color,Plastic,No,Stereo,31-40 ms,s530  BT Earphone with charge box,1-2 Hours
1601702551924,200-500mah,In ear,IPX-5,OEM,Yes,1-3 hours,LED,Type-C,Airoha,APT-X,"Touch Control, Button Control",No Light,"Metal, Plastic",Yes,High Fidelity (Hi-Fi),30 Ms,,
1601702455059,500-1000mah,In ear,IPX-5,,Yes,1-3 hours,Digital Display,Type-C,Bluetrum,Apt-X HD,"Button Control, Touch Control",Single Color,Plastic,No,High Fidelity (Hi-Fi),less than 30 ms,,
1601702306714,3000-5000mah,In ear,IPX-5,AIROHA,Yes,3-5 hours,Digital Display,"Type-C, Wireless Charging",Airoha,APT-X,Touch Control,Single Color,"Metal, Plastic",No,"Bass Boost, High Fidelity (Hi-Fi), Stereo, Studio Level, Surround Sound",less than 30 ms,,
1601701766001,200-500mah,In ear,IPX-5,OEM,Yes,1-3 hours,LED,Type-C,,"AAC, APT-X, Apt-X HD, LC3, LDAC, LHDC",Touch Control,No Light,"Metal, Plastic",No,"Bass Boost, High Fidelity (Hi-Fi), Stereo, Studio Level, Surround Sound",31-40 ms,,
1601701535165,200-500mah,"In ear, In ear",IPX-7,KINGSTAR,,,Digital Display,Type-C,,None,Button Control,Single Color,abs,Yes,"High Fidelity (Hi-Fi), Stereo, Surround Sound",31-40 ms,,
1601701488440,200-500mah,"In ear, In ear",IPX-7,KINGSTAR,,,Digital Display,Type-C,,None,Button Control,Single Color,abs,Yes,"High Fidelity (Hi-Fi), Stereo, Surround Sound",31-40 ms,,
1601701486443,200-500mah,"In ear, In ear",IPX-7,KINGSTAR,,,Digital Display,Type-C,,None,Button Control,Single Color,abs,Yes,"High Fidelity (Hi-Fi), Stereo, Surround Sound",31-40 ms,,
1601701070362,300mah,,IPX-3,Shareez,,1-3 hours,Digital Display,Type-C,AB5756C,APT-X,Touch Control,No Light,ABS,Yes,"Stereo, Bass Boost",above 60 ms,C12pro Wireless Earbuds,
1601701029609,200-500mah,In ear,IPX-4,,No,1-3 hours,Digital Display,Type-C,Bluetrum,AAC,Touch Control,No Light,Plastic,Yes,High Fidelity (Hi-Fi),30 Ms,,
1601701001509,300mah,,IPX-3,Shareez,,1-3 hours,Digital Display,Type-C,AB5756C,APT-X,Touch Control,No Light,ABS,Yes,"Stereo, Bass Boost",above 60 ms,C12pro Wireless Earbuds,
1601700672565,200-500mah,,IPX-5,KINGSTAR,,,LED,,JL,AAC,,No Light,ABS+PC,No,,,,
1601700669533,200-500mah,,IPX-3,,,,,,,,,,,,,,,
1601700665583,200-500mah,,IPX-4,Yissi / Customied Logo,,,Digital Display,,JL,AAC,,,,,,41-50 ms,Pro70 Tws Gaming In-ear Earphones,About 1-2 hours
1601700578325,200-500mah,,IPX-4,,,1-3 hours,LED,Type-C,Others,AAC,Touch Control,No Light,Plastic,Yes,Stereo,31-40 ms,,
1601700520119,200-500mah,"In ear, In ear",IPX-7,KINGSTAR,,,Digital Display,Type-C,,None,Button Control,Single Color,abs,Yes,"High Fidelity (Hi-Fi), Stereo, Surround Sound",31-40 ms,,
1601700514163,200mAh,In ear,IPX-4,,No,1-3 hours,LED,Type-C,Bluetrum,,Touch Control,No Light,ABS,Yes,"High Fidelity (Hi-Fi), Stereo",30 Ms,,
1601700475369,200-500mah,In ear,IPX-5,KINGSTAR,Yes,1-3 hours,LED,Type-C,JL,,Touch Control,No Light,Plastic,,Stereo,less than 30 ms,TWS Earbuds,2-3 Hours
1601700456451,200-500mah,In ear,IPX-5,KINGSTAR,Yes,1-3 hours,LED,Type-C,JL,,Touch Control,No Light,Plastic,,Stereo,less than 30 ms,TWS Earbuds,2-3 Hours
1601700433581,200-500mah,Semi-in-ear,IPX-5,KINGSTAR,Yes,1-3 hours,LED,Type-C,JL,,Touch Control,No Light,Plastic,,Stereo,less than 30 ms,TWS Earbuds,2-3 Hours
1601700426573,200-500mah,In ear,IPX-5,KINGSTAR,Yes,1-3 hours,LED,Type-C,JL,,Touch Control,No Light,Plastic,,Stereo,less than 30 ms,TWS Earbuds,2-3 Hours
1601700416658,200-500mah,In ear,IPX-5,KINGSTAR,Yes,1-3 hours,LED,Type-C,JL,,Touch Control,No Light,Plastic,,Stereo,less than 30 ms,TWS Earbuds,2-3 Hours
1601700401776,200-500mah,In ear,IPX-5,KINGSTAR,Yes,1-3 hours,LED,Type-C,JL,,Touch Control,No Light,Plastic,,Stereo,less than 30 ms,TWS Earbuds,2-3 Hours
1601700104693,200mAh,In ear,IPX-4,,No,1-3 hours,Digital Display,"Micro USB, Type-C",Airoha,AAC,App Control,Single Color,Plastic,Yes,High Fidelity (Hi-Fi),less than 30 ms,,
1601700094800,200mAh,In ear,IPX-4,,No,1-3 hours,Digital Display,"Micro USB, Type-C",Airoha,AAC,App Control,Single Color,Plastic,Yes,High Fidelity (Hi-Fi),less than 30 ms,,
1601700065307,200mAh,In ear,IPX-4,Neutral,Yes,1-3 hours,LED,Type-C,JL,AAC,Touch Control,,,Yes,"High Fidelity (Hi-Fi), Stereo, Surround Sound",31-40 ms,,
1601699600156,200-500mah,In ear,IPX-5,,Yes,1-3 hours,LED,Type-C,,AAC,Touch Control,RGB,Plastic,Yes,"High Fidelity (Hi-Fi), Stereo",31-40 ms,TWS Wireless Earbuds,
1601699452282,200mAh,,IPX-5,TONG&YI,,1-3 hours,LED,Type-C,Other,Sbc,Touch Control,Single Color,Plastic,Yes,High Fidelity (Hi-Fi),30 Ms,,
1601699073005,200-500mah,In ear,IPX-5,OEM,Yes,1-3 hours,Digital Display,Type-C,Bluetrum,"AAC, APT-X, Apt-X HD, LC3, LDAC, LHDC",Touch Control,No Light,"Metal, Plastic",,"Bass Boost, High Fidelity (Hi-Fi), Stereo, Studio Level, Surround Sound",31-40 ms,,
1601698096164,200-500mah,In ear,IPX-4,,Yes,1-3 hours,LED,Type-C,,AAC,Touch Control,RGB,Plastic,Yes,"Stereo, High Fidelity (Hi-Fi)",31-40 ms,TWS Wireless Earbuds,
1601697753677,200mAh,In ear,IPX-6,,,,,,,,,,,,,,TWS Earbuds,
1601697535509,200-500mah,In ear,IPX-6,,Yes,1-3 hours,LED,Type-C,Bluetrum,None,Touch Control,No Light,Plastic,Yes,"High Fidelity (Hi-Fi), Stereo",31-40 ms,Blue tooth Headset,about 2 hours
1601697380958,200-500mah,,IPX-3,kingstar,,,,,JL,,,,,,,,,
1601696721862,200-500mah,In ear,IPX-6,Customizable private brand,Yes,1-3 hours,LED,Type-C,JL,LHDC,"App Control, Touch Control, Button Control",No Light,Plastic,No,"High Fidelity (Hi-Fi), Surround Sound, Stereo",31-40 ms,,
1601696597866,200mAh,In ear,IPX-4,,Yes,1-3 hours,LED,,,,,,abs,,,less than 30 ms,K8 in ear air pro earbuds,1-2 Hours
1601696501669,200-500mah,In ear,IPX-4,YSS,Yes,1-3 hours,LED,Type-C,,AAC,Touch Control,RGB,ABS,Yes,"High Fidelity (Hi-Fi), Stereo",31-40 ms,TWS Wireless Earbuds,
1601696303012,35mAh/300mAh,,IPX-4,OEM/ODM,,1-3 hours,Digital Display,Type-C,JL,AAC,Touch Control,No Light,Plastic,Yes,High Fidelity (Hi-Fi),51-60 ms,TWS Wireless Earbuds,
1601695725643,200-500mah,In ear,IPX-0,,,,,,,,,,,,,,,
1601695051007,200-500mah,,IPX-4,OEM,,1-3 hours,LED,Type-C,Others,AAC,Touch Control,No Light,Plastic,Yes,"Stereo, High Fidelity (Hi-Fi)",30 Ms,,
1601694852655,300Mah,In ear,IPX-4,,Yes,1-3 hours,Digital Display,Type-C,JL,,Touch Control,,"Metal, ABS+PC",No,,31-40 ms,E7S LED earbuds,1-2 Hours
1601694848140,150mAh,In ear,IPX-7,,Yes,1-3 hours,Digital Display,Type-C,JL,,Touch Control,,Plastic,No,"High Fidelity (Hi-Fi), Stereo, Surround Sound",41-50 ms,,
1601694741893,250mah,In ear,IPX-4,OEM,Yes,1-3 hours,,Type-C,JL,,Touch Control,,Plastic,Yes,"Bass Boost, Surround Sound, Stereo",30 Ms,,1~2 Hours
1601694567709,200-500mah,In ear,IPX-4,,,,,,,,,,,,,,,
1601694274014,200-500mah,"In ear, In ear",IPX-7,KINGSTAR,,,Digital Display,Type-C,,None,Button Control,Single Color,abs,Yes,"High Fidelity (Hi-Fi), Stereo, Surround Sound",31-40 ms,,
1601694270824,200-500mah,In ear,IPX-3,other,,,LED,Type-C,Airoha,,Voice Control,,"Metal, Plastic",,,,,
1601694258209,200-500mah,"In ear, In ear",IPX-7,KINGSTAR,,,Digital Display,Type-C,,None,Button Control,Single Color,abs,Yes,"High Fidelity (Hi-Fi), Stereo, Surround Sound",31-40 ms,,
1601691548166,200-500mah,,IPX-3,,,,LED,Type-C,,AAC,"Button Control, Touch Control",No Light,,,"Bass Boost, Surround Sound, Stereo",,,
1601691328672,200-500mah,In ear,IPX-3,ODM/OEM,Yes,1-3 hours,LED,Type-C,JL-7096D,,"App Control, Touch Control",,"Plastic, Metal",Yes,High Fidelity (Hi-Fi),,Sleep TWS Wireless Earbuds,
1601691254057,200-500mah,,IPX-4,OEM,,,LED,,JL,LDAC,,Single Color,ABS,Yes,,,transparent earbuds,
1601690711235,400mAh,In ear,IPX-7,,Yes,1-3 hours,Digital Display,Type-C,JL,,Touch Control,,Plastic,No,"Surround Sound, Stereo, High Fidelity (Hi-Fi)",41-50 ms,TWS Earbuds,
1601690212502,200-500mah,,IPX-4,,,,Digital Display,,,,,No Light,,No,,,F9 tws wireless earphone,about 1~2 hours
1601690190029,"400mAh,+40mAh*2",In ear,IPX-7,BUDS 135,Yes,3-5 hours,LED,Type-C,JZ,,Touch Control,Single Color,Plastic,Yes,High Fidelity (Hi-Fi),30 Ms,,
1601690067306,200-500mah,,IPX-3,kingstar,,,,,,,,,,,,,,
1601690063442,200-500mah,,IPX-4,,,,Digital Display,,,,,No Light,,No,,,F9 tws wireless earphone,about 1~2 hours
1601690032777,200-500mah,"In ear, In ear",IPX-7,KINGSTAR,,,Digital Display,Type-C,,None,Button Control,Single Color,abs,Yes,"High Fidelity (Hi-Fi), Stereo, Surround Sound",31-40 ms,,
1601689993681,180,,IPX-4,customize,,1-3 hours,LED,Type-C,Bluetrum 5756,AAC,Touch Control,Single Color,Plastic,Yes,"Bass Boost, High Fidelity (Hi-Fi), Stereo, Studio Level, Surround Sound",less than 30ms,K8 wireless low latency gaming earbuds,
