product_id,battery_capacity_mah_,headphone_form_factor,waterproof_standard,brand_name,volume_control,battery_indicator,charging_interface_type,chipset,codecs,game_atmosphere_light,material,private_mold,product_name,sound_quality,charging_time,control_method,wireless_delay_time,battery_charging_time
11000034175386,200-500mah,In ear,IPX-5,OEM,Yes,LED,Type-C,Other,LHDC,RGB,"Plastic, Metal",No,,High Fidelity (Hi-Fi),,"App Control, Button Control, Touch Control",less than 30 ms,1-3 hours
1601753706713,200-500mah,Ear-hook,IPX-5,,Yes,digital display screen,Type-C,Bluetrum,AAC,,ABS,No,TWS Earbuds,,1-3H,Touch Control,less than 30ms,1-3 hours
1601550712958,200-500mah,,IPX-5,OEM,,Digital Display,Type-C,JL7016 G8,AAC,No Light,"Metal, Plastic",Yes,Wireless Mini Earphones,"Bass Boost, Stereo",1-2 Hours,Button Control,30 Ms,1-3 hours
1601753655763,200mAh,In ear,IPX-5,tssd,Yes,LED,Type-C,JL,"AAC, Sbc",Single Color,Plastic,Yes,,Stereo,,Touch Control,31-40 ms,1-3 hours
1601684970162,35/ 350mah,,IPX-6,Bairui,,LED,Type-C,JL7003D4,,No Light,Plastic,No,,High Fidelity (Hi-Fi),,Touch Control,31-40 ms,1-3 hours
1601752966900,200-500mah,,IPX-4,,,,,,,Multicolor,,,,,,,,
1601752958225,500-1000mah,Open-ear,IPX-4,OEM,Yes,LED,Type-C,Airoha,Apt-X HD,No Light,"Metal, Plastic",Yes,,High Fidelity Hi-Fi,,Touch Control,less than 30 ms,1-3 hours
1601627966958,300mah,In ear,IPX-5,Bairui,Yes,Digital Display,Type-C,Bluetrum,None,No Light,ABS,Yes,,Bass Boost,,Touch Control,31-40 ms,1-3 hours
1601752321289,<200mah,,No,Miccell,,LED,Type-C,5756C,,No Light,Plastic,Yes,OWS Wireless Earbuds,High Fidelity (Hi-Fi),,Touch Control,31-40 ms,1-3 hours
11000034099527,200-500mah,In ear,IPX-5,OEM,Yes,LED,Type-C,Other,LHDC,RGB,"Plastic, Metal",No,,High Fidelity (Hi-Fi),,"App Control, Button Control, Touch Control",less than 30 ms,1-3 hours
1601752313424,2000-3000mah,,,Miccell,,,,,,,"Glass, Plastic",Yes,Portable Bluetooth Speaker,,,No,,1-3 hours
1601603412998,<200mah,Neckband,IPX-5,LOBKIN,Yes,LED,,Others,,,ABS + PS +Silicone,Yes,,,1-3H,Button Control,less than 30 ms,1-3 hours
1601752309198,2000-3000mah,,,Miccell,,,,,,,"Glass, Plastic",Yes,Portable Bluetooth Speaker,,,No,,1-3 hours
1601752264205,200-500mah,,No,Miccell,,LED,Type-C,,,No Light,ABS,Yes,TWS Wireless Earbuds,High Fidelity (Hi-Fi),1-2 Hours,Touch Control,31-40 ms,1-3 hours
1601752256611,200-500mah,,No,Miccell,,LED,Type-C,,,No Light,ABS,Yes,TWS Wireless Earbuds,High Fidelity (Hi-Fi),1-2 Hours,Touch Control,31-40 ms,1-3 hours
1601752193190,<200mah,,No,Miccell,,LED,Type-C,5756C,,No Light,Plastic,,OWS Wireless Earbuds,High Fidelity (Hi-Fi),,Touch Control,31-40 ms,1-3 hours
1601752057061,other,In ear,IPX-4,OEM,,,,,,,,No,TWS Wireless Earbuds,,,,,
1601751914919,other,In ear,IPX-4,OEM,,,,,,,,No,TWS Wireless Earbuds,,,,,
1601412421446,500-1000mah,,IPX-5,OME,,Digital Display,Type-C,,,,Plastic,Yes,,,,Touch Screen,30 Ms,1-3 hours
1601267357292,180mAh,Open-ear,IPX-5,Royaltenic,Yes,LED,magnetic charging,JL AC7006F,,,ABS,Yes,,,2 Hours,Button Control,,3-5 hours
1601459702874,200-500mah,,IPX-4,Maimi,,LED,Type-C,JL,,No Light,Plastic,Yes,D25-OWS Bluetooth headphones,Stereo,1-2 Hours,Touch Control,less than 30ms,1-3 hours
1601293715923,500-1000mah,Open-ear,IPX-4,BOLN,Yes,Digital Display,Type-C,JL,LHDC,,ABS,Private Mold,Wireless Blue-tooth Gaming Headphone,High Fidelity (Hi-Fi),1-3 Hours,,less than 30 ms,1-3 hours
1601625047350,200mAh,Ear-hook,IPX-5,OEM,Yes,LED,Type-C,JL,,Single Color,ABS,No,,High Fidelity (Hi-Fi),1-2 hour,App Control,less than 30 ms,1-3 hours
1601516357527,200-500mah,,IPX-4,,Yes,LED,Type-C,AB5656,,,ABS,,,,1-3H,,,1-3 hours
1601652240664,,,,OEM,,,,,,,ABS,Yes,Portable Voice Translator,,,,,
1601405228939,"headset 70mah,charge bin 450mah",Ear-hook,IPX-4,ES-O01 OWS headset,,LED,Type-C,JL7003d4,,,ABS,Yes,ES-O01 OWS headset,,1-3H,Touch Control,less than 30 ms,1-3 hours
1601377315590,200-500mah,In ear,IPX-5,,Yes,Digital Display,,JL,,,ABS,,TWS Wireless Earbuds,,About 1-1.5 hours,,less than 30 ms,
1601684823419,40/ 300mah,,IPX-4,Bairui,,LED,Type-C,JL7003D4,,No Light,"Plastic, PU",No,,High Fidelity (Hi-Fi),,App Control,31-40 ms,1-3 hours
1601516117001,"IPX-4, 200-500mah",Open-ear,IPX-4,Jue hong,Yes,LED,Type-C,JL,,,"PC+ABS, PC+ABS",No,,Two-channel stereo,30 minutes,"Button Control, Touch Control, Voice Control",30 Ms,1-3 hours
1601555406938,480mAh,Ear-clip,IPX-5,OEM,Yes,LED,Type-C,JL,"AAC, Sbc",No Light,Plastic,No,T9 Ear-hook Wireless Headphones,"Bass Boost, Stereo",,Touch Control,41-50 ms,1-3 hours
1601524722531,150mAh,Open-ear,IPX-5,quanyunzs,Yes,Digital Display,Type-C,JL,,RGB,PC,Yes,OWS15 TWS Earphones,,,,less than 30 ms,1-3 hours
1601386032688,200-500mah,In ear,No,HEATZ,Yes,Digital Display,Type-C,,,,Silicon,,Wireless Buds,,,,less than 30 ms,1-3 hours
1601160921856,250mAH / 33mAh*2,,IPX-5,Fugle / OEM,,Digital Display,,Blurtrum,,,ABS,Yes,Wireless Bluetooth Headphone,,,,less than 30 ms,
1601187662652,350mAh,,IPX-4,,,LED,,JL,,Multicolor,,,,,1-2h,,less than 30 ms,
1601429599498,200-500mah,Open-ear,IPX-4,Neutral Or OEM Brands,,LED,Type-C,Bluetrum,,,Plastic,Yes,,,,Touch Control,31-40 ms,1-3 hours
1601388056622,500-1000mah,Open-ear,IPX-4,JYF,Yes,Digital Display,Type-C,Others,,,Plastic,Yes,,,,,30 Ms,1-3 hours
1601616066668,200-500mah,Ear-clip,IPX-5,yisiwei,Yes,Digital Display,Type-C,Jl,None,No Light,Abs,No,,2000,,Touch Control,30 Ms,1-3 hours
1601461168152,200,,IPX-5,Jia Kasi,,LED,Other,Other,LHDC,Single Color,Abs,Yes,,Other,,Other,30 Ms,1-3 hours
1601720009702,45mAh/600mAh,Ear-hook,IPX-4,None,,LED,Type-C,LANXUN,,Single Color,Plastic,,,High Fidelity (Hi-Fi),,Touch Control,above 60 ms,1-3 hours
1601499026328,300mAH,,No,J&Y,,Digital Display,Type-c,Jl,None,No Light,Plastic,No,OWS  Earbuds,"Bass Boost, Surround Sound, Stereo, Hifi",,"Touch Control, Bluetooth",less than 30ms,1-3 hours
1601660544551,500-1000mah,Open ear,IPX-4,BOLN,Yes,LED,Type-C,JL,LHDC,,ABS+metal,Yes,Wireless Anc Headphone,"High Fidelity (Hi-Fi), Stereo",,,less than 30 ms,1-3 hours
1601648883687,200-500mah,Ear-hook,Life waterproof,,Yes,,Type-C,,,,Plastic,,,High Fidelity (Hi-Fi),,"Touch Control, App Control",,1-3 hours
1601367087492,200-500mah,In ear,IPX-4,,Yes,,,,,,,,,,,,,
1601574132803,200-500mah,Ear-clip,IPX-4,,Yes,LED,Type-C,,AAC,,ABS,Yes,,,1-3H,Touch Control,41-50ms,1-3 hours
1601683739914,200-500mah,Ear-clip,IPX-5,UGREEN,No,Digital Display,Type-C,,"AAC, Sbc",Single Color,"Metal, Plastic",Yes,Ugreen WS219 TWS Wireless Earbuds,,1~2 Hours,"App Control, Touch Control",above 60 ms,1-3 hours
1601104361458,,,IPX-7,,Yes,LED,,JL,,Multicolor,ABS,,JM13 TWS earphones,,1 Hour,,30 Ms,
1601606207115,400mah,,IPX-4,none,,LED,Type-C,JL,AAC,RGB,Abs,Yes,,80,,Touch,31-40 ms,1-3 hours
1601256595203,250mAh,,IPX-5,Monster,,LED,,Blurtrum,,,,Yes,,,1.5 Hours,,less than 30 ms,
1601619617173,200-500mah,,IPX-5,WOWY,,LED,Type-C,,AAC,No Light,ABS,Yes,AI Smart Ear Clip Headphones,"High Fidelity (Hi-Fi), Bass Boost, Stereo",,"App Control, Voice Control",30 Ms,1-3 hours
1601454348510,200-500mah,Ear-hook,IPX-4,,Yes,,Type-C,,,,,,,High Fidelity (Hi-Fi),,Touch Control,,1-3 hours
1601639793820,,Open-ear,IPX-4,suti,,,,Bluetrum,,,ABS,Yes,OWS Bluetooth Earphone with Detachable Boom Microphone,,,,,
1601402115084,96,In ear,IPX-4,,Yes,LED,Type-C,JL,,,ABS+PVC,Yes,,,,Button Control,less than 30 ms,1-3 hours
1600762092899,30mAh,,IPX-4,YOKE,,LED,,JL,,,,Yes,,,,,less than 30 ms,
1601338110483,45mAh*2/400mAh,Open-ear,IPX-5,SOUNDPEATS,Yes,Digital Display,,Blurtrum,,,,Yes,,,,,51-60 ms,1-3 hours
1601583615203,180mah,Ear-hook,IPX-4,NEEXXT,Yes,Digital Display,Type-C,Bluetrum,AAC,No Light,Plastic,,Smart Translation Earbuds,Stereo,1-2 hrs,Touch Control,less than 30 ms,1-3 hours
1601449300913,300mAH charging case,Open-ear,IPX-5,,,Digital Display,Type-C,,,Single Color,ABS,Yes,TWS Earbuds,,1hour,Touch Control,51-60 ms,3-5 hours
1601457187810,40mah,Ear-clip,IPX-5,OEM,Yes,LED,,JL,,No Light,,,,High Fidelity (Hi-Fi),1Hours,Touch Control,30 Ms,
1601615583111,200-500mah,,IPX-4,OEM,Yes,Digital Display,,JL,,,ABS,Yes,JS270 Tws OWS Device open ear air conduction earphones,Stereo,about 1-2 Hour,Touch Control,30 Ms,3-5 hours
1600630076928,200-500mah,Ear-hook,IPX-5,,Yes,Digital Display,Type-C,,"AAC, Sbc",,Plastic,Yes,,"High Fidelity (Hi-Fi), Bass Boost, Surround Sound, Stereo",,Touch Control,31-40 ms,1-3 hours
1601561707197,200-500mah,In ear,IPX-4,,,LED,Type-C,Airoha,None,No Light,Plastic,Yes,,,,"App Control, Touch Control",30 Ms,1-3 hours
1601584892767,<200mah,Open-ear,IPX-5,YISSIY,,LED,Type-C,JL,Sbc,No Light,Plastic,Yes,,Stereo,,Touch Control,less than 30ms,1-3 hours
1601571605963,"IPX-4, 200-500mah",Open-ear,IPX-4,Jue hong,Yes,LED,Type-C,JL,,,PC+ABS,No,,Two-channel stereo,30 minutes,"Button Control, Touch Control, Voice Control",30 Ms,1-3 hours
1601678170249,<200mah,In ear,IPX-4,SIHAGE,,Led,,,,,ABS,No,,,,,30ms,
1600962511593,350mAh,,IPX-5,OEM,Yes,Digital Display,,JL,,,ABS+PC,Yes,,,About 1.5H,,,
1601496638500,300mah,,IPX-5,Xintu,No,Digital Display,,Zhongke Lanxun 5656,,,ABS+PC,Yes,,,0.5h/1h,,51-60 ms,1-3 hours
1601619970411,30,In ear,IPX-5,Zero Listener,Yes,LED,Type-c,JL,None,,Abs,Yes,,48khz,,Touch Control,30 Ms,1-3 hours
1601342784488,400,,IPX-4,BFAG,,LED,Type-C,JL,AAC,,Plastic,Yes,,"Stereo, High Fidelity (Hi-Fi), Bass Boost, Studio Level, Surround Sound",,Touch Control,51-60 ms,1-3 hours
1601507445452,260mAH,,No,J&Y,,LED,Type-C,JL,None,No Light,Plastic,Yes,Sport Wireless Ear,Stereo,,Touch Control,less than 30ms,1-3 hours
1601430244677,350mAh,In ear,IPX-5,ERAZER,Yes,LED,Type-C,JL,"LHDC, AAC, Sbc",,PC+Silicone,Yes,ERAZER XT88Pro Bluetooth Headphones,"High Fidelity (Hi-Fi), Bass Boost, Stereo, Surround Sound",1-2 hours,Touch Control,31-40 ms,1-3 hours
1601391970476,40/500mAh,In ear,IPX-5,,,LED,,JL,,RGB,Plastic,Yes,G07,,1-2 Hours,,41-50 ms,1-3 hours
1601732630184,1000-2000mah,In ear,IPX-7,,Yes,LED,Type-C,,,,,Yes,,High Fidelity (Hi-Fi),,,,1-3 hours
1600572575422,400mAh,In ear,IPX-5,,Yes,,,JL,,,,Yes,T8 TWS Earbuds,,,,41-50 ms,
1601282438918,200-500mah,In ear,IPX-5,Bluebay,Yes,LED,Type-C,JL,,,Plastic,Yes,,,,,less than 30 ms,1-3 hours
1601471417123,200-500mah,,IPX-4,other,,Digital Display,Type-C,JL,,,Plastic,No,,,1-2H,Touch Control,less than 30ms,1-3 hours
1601602349948,150MAH,,IPX-5,OEM,,LED,Type-C,,AAC,,Plastic,Yes,,,,Touch Control,above 60 ms,1-3 hours
1601427307568,200,In ear,IPX-6,,,LED,,earphones,,,earphones,Yes,earphones,,earphones,,30 Ms,
1601039274641,500-1000mah,In ear,IPX-7,TEMON,Yes,Digital Display,Type-C,JL,,,"pc+abs, ABS+PC",,Transparent Crystal TWS Ultrapods Air37 Gaming Earphones,"High Fidelity (Hi-Fi), Bass Boost, Surround Sound",1.5 Hours,Touch Control,30 Ms,3-5 hours
1601628185635,500-1000mah,,No,Andowell,,LED,,,,Single Color,,,,,1.5 Hours,,,
1601512260806,30mAh,In ear,IPX-4,,,,Type-C,ZHONGKE5636D,,,ABS+PC,,,,,Touch Control,less than 30 ms,1-3 hours
1601112686388,,,IPX-5,,,LED,,Airoha 1562X,,,PVC,Yes,,,1-2 Hours,,less than 30 ms,
1601703796372,200-500mah,Semi-in-ear,IPX-4,None,,LED,Type-C,AC7023D,,No Light,Plastic,,,,,Touch Control,,1-3 hours
1601246820590,200-500mah,,IPX-6,None,,LED,,JL,,,abs,Yes,Wireless Headphone,,,,30 Ms,
1601616533290,200-500mah,,IPX-3,,Yes,,,,,,,,,,,,,
1601517387005,200mAh,In ear,IPX-4,Kunteng,No,Digital Display,Type-C,7023,,No Light,ABS,No,Enc Bq40 Led Display  Anc Earphone With Mic Gaming Music Headset,Stereo,1 Hour,,31-40 ms,1-3 hours
1601504601082,200-500mah,In ear,IPX-5,jieersheng,,LED,,JL,None,Single Color,Plastic,No,X15 Game Headphone Earphone,,1-2 Hours,App Control,31-40 ms,1-3 hours
1601223787788,2200,,IPX-3,digital mirror display tws earbuds,,Digital Display,Type-C,JL,None,Single Color,abs,Yes,,Stereo,,Button Control,31-40 ms,1-3 hours
1601156108022,,,IPX-5,,,LED,,,,No Light,,,,,,,above 60 ms,
1601722627571,200-500mah,,IPX-4,OEM,,Digital Display,Type-C,JL,Apt-X HD,Single Color,Plastic,No,,Surround Sound,,Touch Control,41-50 ms,1-3 hours
1601282802385,,,IPX-5,OEM,Yes,Digital Display,,JL,APT-X,Single Color,Plastic,,G11 Earphone,,about 2 hours,,less than 30 ms,1-3 hours
1601581263045,200mAh,In ear,IPX-4,,,Digital Display,Type-C,JL,AAC,,abs,No,,,,Touch Control,51-60 ms,1-3 hours
1601724126251,200-500mah,In ear,IPX-4,,Yes,LED,Type-C,,,Single Color,,No,,Stereo,,Button Control,41-50 ms,1-3 hours
1601202796665,90mAh,In ear,IPX-4,,Yes,LED,Wireless Charging,JL,None,,ABS+PC,Yes,,,,,less than 30 ms,1-3 hours
1601623525375,200mah,,IPX-6,Portable Mini Earphones,,LED,Type-C,Jl,None,No Light,Abs,No,Wireless Gaming Earphone,80,,In ear,31-40 ms,1-3 hours
1601292520503,300,In ear,No,,Yes,Digital Display,Type-C,JL,LC3,No Light,ABS,No,,Stereo,1H,Touch Control,31-40 ms,1-3 hours
1600510931270,,,IPX-5,OEM,,,,,,,,,,,,,41-50 ms,
1601600856495,200mAh,In ear,IPX-4,NEEXXT,Yes,,Type-C,BES,,,Plastic,No,Q10,"High Fidelity (Hi-Fi), Surround Sound, Stereo, Studio Level",1-2 hrs,Touch Control,less than 30 ms,1-3 hours
1601626910940,200-500mah,,IPX-5,,,LED,Type-C,,"AAC,sbc",RGB,ABS Plastic,No,T33 TWS Wireless Earbuds,"High Fidelity (Hi-Fi), Stereo, Studio Level, Surround Sound",1-2 Hours,Touch Control,30 Ms,1-3 hours
1600648655435,200mAh,,IPX-3,,,Digital Display,,JL,,,ABS,Yes,Mini earphones,,1 Hour,,31-40 ms,
1601536308932,300MAH,In ear,IPX-4,xintu,Yes,Digital Display,Type-C,JL,AAC,Single Color,ABS,Yes,JM19  ANC TWS earbuds,High Fidelity (Hi-Fi),1 Hour,Touch Screen,less than 30 ms,1-3 hours
1601140560723,,,IPX-5,OEM,,Digital Display,,JL,SBC AAC,No Light,Plastic,Yes,Wireless Mini Earphones,,,,31-40 ms,1-3 hours
1600933387146,,,IPX-4,,,,,BK,AAC,,,,,,,,,
1600976066759,,,IPX-5,ROCXF,,Digital Display,,Blurtrum,AAC,Multicolor,,No,S20 Tws Earbuds,,,,31-40 ms,
1601081900802,,In ear,IPX-5,Wedtserha,No,Digital Display,,,,Single Color,Environmental new ABS + PP,,gaming headset,,1Hours,,less than 30 ms,1-3 hours
1601398774027,200-500mah,In ear,IPX-5,,Yes,Digital Display,Type-C,JL,,,Plastic,No,TWS Earbuds,,,Touch Control,31-40 ms,1-3 hours
1600487666164,,,IPX-4,JWH,,,,Blurtrum,,,ABS+Metal,Yes,,,,,,
1601737011567,300mah,,IPX-8,OEM,,,,-,,,-,,,-,,-,,
1600905886108,500-1000mah,,No,,,,,JL7006A8,,,,,,,1.5 Hours,,,
1601426947222,200-500mah,,IPX-5,ERAZER,,LED,Type-c,Jl,None,,PC+Silicone,Yes,ERAZER Xt85 Pro Bluetooth Headphones,High quality,1-2 Hours,Other,30 Ms,1-3 hours
1601712262881,<200mah,,No,Ulisten,,LED,Type-C,,,,Plastic,,,,,Touch Control,,1-3 hours
1601391749057,200-500mah,Semi-in-ear,IPX-4,No,Yes,Digital Display,Type-C,JL,AAC,No Light,ABS,Yes,,High Fidelity (Hi-Fi),,Touch Control,31-40 ms,1-3 hours
1601570357189,200-500mah,In ear,IPX-4,OEM,No,Digital Display,Type-C,JL,,,Plastic,Yes,,"Bass Boost, Surround Sound, Stereo",1 Hour,Touch Control,31-40 ms,1-3 hours
1601097945031,200-500mah,,IPX-5,Wedtserha,,LED,,JL,LDAC,No Light,Plastic,,TWS Headphones,,1 Hours,,less than 30ms,1-3 hours
1601291742165,260mAh,In ear,IPX-4,,Yes,LED,Type-C,Airoha,,,Plastic,No,TWS Earbuds,"High Fidelity (Hi-Fi), Surround Sound",,Touch Control,31-40 ms,1-3 hours
1601720224238,200-500mah,In ear,IPX-4,Niuting,Yes,LED,Type-C,Bluetrum,,,ABS+PC+Silicone,Yes,40db Hybrid Noise Cancelling Earphone,Stereo,,Touch Control,less than 30 ms,1-3 hours
1601164026836,400mAh,In ear,IPX-4,,Yes,Digital Display,,,,,ABS,Yes,TWS Wireless Earbuds,,,,41-50 ms,
1600397014831,,,,ZH,,,,,,,Durable ABS,,,,,,,
1601693481874,200-500mah,In-ear,IPX-4,,,LED,Type-C,Jerry,,,Plastic,Yes,,,,,41-50 ms,1-3 hours
1601000123864,200-500mah,,IPX-4,Neutral,Yes,,,JL,,,,,,,,,,
1601444166969,300,Semi-in-ear,IPX-6,SZZR,,LED,Type-C,Other,Apt-X HD,Single Color,plastic,Yes,,High Fidelity (Hi-Fi),,"Voice Control, Touch Control, Button Control",30 Ms,1-3 hours
1600367017236,250 mAh,In ear,IPX-6,TKT,Yes,Digital Display,Type-C,BES,"LDAC, Sbc",,ABS,Yes,TWS Wireless Earbuds,"Surround Sound, High Fidelity (Hi-Fi)",50 Minutes,Touch Control,less than 30 ms,1-3 hours
1601670561130,200-500mah,In ear,IPX-5,KINGSTAR,Yes,LED,Type-C,JL,,No Light,Plastic,,TWS Earbuds,Stereo,2-3 Hours,Touch Control,less than 30 ms,1-3 hours
1600617890782,200-500mah,,IPX-5,QLDZ,,Digital Display,Micro USB,JL,None,No Light,Plastic,No,LCD Digital Display Screen Wireless Earphone,"Stereo, Studio Level, Surround Sound",,Touch Control,31-40 ms,1-3 hours
1601210478004,200-500mah,,Other,AOKE,,Digital Display,Type-C,,AAC,No Light,,Yes,XY11 airbuds gaming in-ear headphones,High Fidelity (Hi-Fi),,"App Control, Touch Control",less than 30ms,1-3 hours
1601108232169,200-500mah,In ear,IPX-5,XBOON,No,Digital Display,Type-C,JL,AAC,Single Color,Plastic,Yes,BQ40 TWS Earphone,"Stereo, High Fidelity (Hi-Fi), Bass Boost",,Touch Control,less than 30 ms,1-3 hours
1600947370197,,,IPX-4,,,Digital Display,,,Apt-X HD,Multicolor,,No,Gaming Headphone,,1 hour,,less than 30 ms,
1601536517682,30mAh/300mAh,,IPX-5,brightblue,,LED,,Bluetrum5756E+LX6625,LDAC,RGB,Plastic,Yes,Y560,Stereo,,,41-50 ms,1-3 hours
1601718404523,<200mah,Ear-hook,IPX-4,OEM ODM,Yes,,Micro USB,,None,,ABS+PC,No,Air-conduct earphones for Sport,,1-3H,other,,1-3 hours
1601732470210,200-500mah,Semi-in-ear,IPX-5,Ricknook,Yes,Digital Display,Type-C,JL,Sbc,No Light,Metal,No,,"High Fidelity (Hi-Fi), Stereo",,Touch Control,less than 30 ms,1-3 hours
62490446469,200-500mah,In ear,other,Casun,,LED,,JL,,,ABS+Silicone,,active noise cancelling headphones,,1.5 Hour,,,
1601695297618,200-500mah,In ear,IPX-4,Hybrid ANC ENC headset with 6 mics,Yes,LED,Type-C,JL7016G8,,,Plastic,Yes,Hybrid ANC ENC headset with 6 mics,"Bass Boost, High Fidelity (Hi-Fi)",,Touch Control,30 Ms,1-3 hours
1601671611749,200-500mah,In ear,IPX-4,,Yes,LED,Type-C,Bluetrum,,No Light,Plastic,,,High Fidelity (Hi-Fi),,Touch Control,31-40 ms,1-3 hours
1601402133740,200-500mah,In ear,IPX-6,,,LED,,,,Single Color,"Plastic, Metal",,,,,,less than 30 ms,1-3 hours
1600519004457,,,,ZH,,,,,,,Durable ABS,,Shooting Hearing Protection Earmuff,,,,,
1601726454690,400MAH,In ear,IPX-7,OEM,,Digital Display,,Other,,Single Color,Plastic,No,Wireless Bluetooth Headphone,,,,51-60 ms,
1601687901634,200-500mah,In ear,IPX-6,,,,,,AAC,,,,,High Fidelity (Hi-Fi),,,,
1601699590065,200mah,,IPX-4,,,LED,Type-C,JL,,,PC+ABS,,,,,Touch Control,,1-3 hours
1601676340293,200-500mah,In ear,IPX-4,,Yes,Digital Display,Type-C,JL,None,,Plastic,No,Q86 Retro wireless earbuds,,1hour,Touch Control,30 Ms,1-3 hours
1601666763867,250mAh,In ear,IPX-4,NEEXXT,Yes,,Type-C,,,,Plastic,No,,"High Fidelity (Hi-Fi), Stereo, Surround Sound",1-2 hrs,Touch Control,less than 30 ms,1-3 hours
1601511645341,case 500mAh,Ear-hook,No,Xintu,Yes,Digital Display,Type-C,Bluetrum,None,,Plastic,Yes,JM20 /ows /  TWS Earbuds,,1 Hour,Touch Control,51-60 ms,1-3 hours
1601173199656,200-500mah,In ear,IPX-5,vt,Yes,LED,Type-C,Other,"LC3, AAC, APT-X",No Light,Plastic,Yes,,"High Fidelity (Hi-Fi), Bass Boost, Surround Sound",,"Touch Control, Button Control",above 60 ms,1-3 hours
1601665151423,1000-2000mah,earless,IPX5,,No,digital display,Type-C,BK,None,Single Color,Plastic,No,,HiFi-level stereo,,Button Control,less than 30 ms,1-3 hours
1601424228370,200mAh,In ear,IPX-4,SKJ,No,LED,Type-C,JL,"AAC, Sbc",No Light,Plastic,Yes,,"High Fidelity (Hi-Fi), Stereo",about 1.5 Hours,"Button Control, Touch Control",less than 30 ms,1-3 hours
1601571899389,200-500mah,,IPX-4,YSS,,Digital Display,Type-C,Other,AAC,Single Color,ABS,No,TWS Wireless Earbuds,Stereo,,,41-50 ms,1-3 hours
1600526712075,2000-3000mah,In ear,IPX-0,,,,,JL,,,ABS+PVC,,earphone X1 tws wireless,,1-2 Hours,,,
1601261455262,200-500mah,,IPX-4,,,,,,,Multicolor,,,,,,,,
1601687141511,200-500mah,Semi-in-ear,IPX-4,Customized,No,LED,Type-C,Bluetrum,AAC,Single Color,Plastic,Yes,,"Bass Boost, High Fidelity (Hi-Fi)",,Touch Control,31-40 ms,1-3 hours
1601737307725,200-500mah,In ear,IPX-5,OEM,Yes,Digital Display,Type-C,JL,AAC,No Light,"Metal, Plastic",Yes,,"Bass Boost, High Fidelity (Hi-Fi), Stereo, Surround Sound",,Touch Control,31-40 ms,1-3 hours
11000032342245,200-500mah,,IPX-4,OEM,,LED,Type-C,,,,Plastic,,,,,,,1-3 hours
1601446205064,200-500mah,,please contact sales for details,VALDUS,,LED,Micro USB,please contact sales for details,,,please contact sales for details,Yes,,please contact sales for details,,please contact sales for details,30 Ms,1-3 hours
1601617736055,400mah,In ear,IPX-4,,Yes,LED,Type-C,Other,,,pp,No,,Stereo,,Button Control,less than 30 ms,1-3 hours
1601635194611,<200mah,,IPX-4,other,,LED,Type-C,JL6983D,,Single Color,Plastic,Yes,,"High Fidelity (Hi-Fi), Bass Boost, Stereo, Studio Level, Surround Sound",,Touch Control,less than 30ms,1-3 hours
1601342835814,200mAh,Semi-in-ear,IPX-4,,Yes,LED,,Bluetrm5656C2,,,Plastic,,,,Charging Case 1.5 Hours Earbuds 1.5 Hours,,31-40 ms,1-3 hours
1601732616245,1000-2000mah,In ear,IPX-7,,Yes,LED,Type-C,,,,,Yes,,High Fidelity (Hi-Fi),,,,1-3 hours
1600931163124,,,IPX 0,KINGSTAR,Yes,LED,,JL,None,,ABS,Yes,Kingstar tws earbuds,,2 hours,,less than 30 ms,
1601497584255,200-500mah,,IPX-4,PaiSheng,Yes,,,,,,,,,,1.5 Hours,,,
1601390388233,200-500mah,In ear,IPX-7,Bluebay,,Digital Display,,,APT-X,Multicolor,ABS Plastic,Yes,,,1.5 Hours,,less than 30 ms,1-3 hours
1601471559253,100,In ear,IPX-4,JH,Yes,Digital Display,Type-c,JL,,,Abs,No,TWS Earbuds,,,,31-40 ms,1-3 hours
1601198902257,300Mah,In ear,IPX-6,,,LED,,JL,,,abs,No,M90 Pro Headset,,180 Hours,,less than 30 ms,
1601062672483,200-500mah,In ear,IPX-3,,,LED,,,,RGB,,Yes,Low latency gaming headset,,,,31-40 ms,
1601473441280,20mah,In ear,IPX-4,XINGFENG,,,,JL,,,ABS+PVC,Yes,TWS Earbuds,,,,41-50 ms,1-3 hours
1601024018297,200-500mah,,IPX-6,,,LED,Type-C,JL,,Single Color,,,Gaming Earbuds,,1-2 Hours,,31-40 ms,
1601731613650,200mAh,In ear,IPX-7,,,LED,Type-C,JL,,,,,,,,Touch Control,,
1600513991751,1200mah,,IPX-4,,,,,JL,,,,,x15 Wireless earbuds,,1-2 Hours,,,
1601597018827,200-500mah,,IPX-5,,,LED,Type-C,BK,,,Plastic,Yes,,,,,,1-3 hours
1601561854209,300mah/40mah,,IPX-4,OEM/ODM,,LED,Type-C,JL,AAC,No Light,Plastic,Yes,,Stereo,,Touch Control,less than 30ms,1-3 hours
1601496580986,,,,,,,,,,,Spandex / Polyester,,,,0.5h/1h,,,
1601038789387,,,IPX-6,LuXuGift,Yes,Digital Display,,,,Single Color,,,Air 39 TWS Earbuds,,1-2 Hours,,less than 30 ms,
1600454447007,500-1000mah,,IPX-6,,,Digital Display,5V 1A,JL,,,ABS,,Cheapest Waterproof Wireless Audifonos Gaming Earphones,,,,,
1600311186843,,,IPX-4,4US,,LED,,JL,Apt-X HD,No Light,,No,wireless gaming earbuds,,,,41-50 ms,
